id,svenska,ordklass,förklaring_sv,kort_förklaring_sv,suomeksi,område,källa_url
53,praktikgemenskap,substantiv,"praktikgemenskap är ett ord man använder när man vill beskriva ett forskningsobjekt, ett material eller en pedagogisk situation mer nyanserat. Det gör det möjligt att skilja mellan olika betydelser och nivåer i analysen. I posthumanistisk, nymaterialistisk och relationell forskning används termen för att analysera relationer, materialiteter, kroppar, affekter och mer-än-mänskliga processer. Ordet hjälper att flytta analysen bort från enbart individuella intentioner och mot det som blir möjligt i en situation.",Betonar handling i konkreta sammanhang.,käytäntöyhteisö,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
54,världsskapande,substantiv,"När man talar om världsskapande talar man om något som får betydelse först i ett större sammanhang. Termen används för att visa hur praktik, material, språk, erfarenhet och positioner hänger samman. Den passar särskilt väl i posthumanistisk, nymaterialistisk och relationell forskning, där man ofta behöver beskriva relationer, materialiteter, kroppar, affekter och mer-än-mänskliga processer.",Begrepp för relationer mellan kropp och värld.,maailman tekeminen,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
55,ansvarighet,substantiv,"ansvarighet betecknar ett fenomen eller en dimension som blir viktig när man analyserar texter, bilder, material, undervisningssituationer eller forskningsprocesser. Begreppet hör hemma i posthumanistisk, nymaterialistisk och relationell forskning och används när människor, ting, material, miljöer, tekniker och diskurser samverkar i kunskapande. Ordet hjälper att flytta analysen bort från enbart individuella intentioner och mot det som blir möjligt i en situation.",Betonar ansvar i forskningspraktiken.,vastuullisuus,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
56,omsorg,substantiv,"omsorg är ett ord man använder när man vill beskriva ett forskningsobjekt, ett material eller en pedagogisk situation mer nyanserat. Det gör det möjligt att skilja mellan olika betydelser och nivåer i analysen. I posthumanistisk, nymaterialistisk och relationell forskning används termen för att analysera relationer, materialiteter, kroppar, affekter och mer-än-mänskliga processer. Ordet hjälper att flytta analysen bort från enbart individuella intentioner och mot det som blir möjligt i en situation.",Betonar ansvar i forskningspraktiken.,hoiva / huolenpito,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
57,omsorgsfull forskning,substantiv,"omsorgsfull forskning är ett ord man använder när man vill beskriva ett forskningsobjekt, ett material eller en pedagogisk situation mer nyanserat. Det gör det möjligt att skilja mellan olika betydelser och nivåer i analysen. I posthumanistisk, nymaterialistisk och relationell forskning används termen för att analysera relationer, materialiteter, kroppar, affekter och mer-än-mänskliga processer. Ordet hjälper att flytta analysen bort från enbart individuella intentioner och mot det som blir möjligt i en situation.",Betonar ansvar i forskningspraktiken.,huolellinen tutkimus,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
58,forskningshändelse,substantiv,"forskningshändelse är ett centralt substantiv inom posthumanistisk, nymaterialistisk och relationell forskning. Det fungerar som ett analytiskt ord för att ringa in ett fenomen, en relation eller en praktik som behöver beskrivas mer noggrant än i vardagsspråk. Det är särskilt användbart när människor, ting, material, miljöer, tekniker och diskurser samverkar i kunskapande. Ordet hjälper att flytta analysen bort från enbart individuella intentioner och mot det som blir möjligt i en situation.",Begrepp för relationer mellan kropp och värld.,tutkimustapahtuma,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
59,postdigitalitet,substantiv,"Med postdigitalitet avses här ett begrepp som hjälper till att namnge något som påverkar hur kunskap, erfarenhet eller betydelse skapas. I posthumanistisk, nymaterialistisk och relationell forskning används ordet för att uppmärksamma relationer, materialiteter, kroppar, affekter och mer-än-mänskliga processer. Det ger forskaren ett språk för att ställa mer precisa frågor.",Rör digitalitet efter det digitala.,postdigitaalisuus,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
60,posthumanistisk,adjektiv,"Som adjektiv anger posthumanistisk vilken typ av förhållningssätt, kvalitet eller teoretisk orientering som avses. I posthumanistisk, nymaterialistisk och relationell forskning hjälper ordet att skilja mellan olika sätt att förstå relationer, materialiteter, kroppar, affekter och mer-än-mänskliga processer. Det gör analysens perspektiv tydligare.",Utmanar människan som centrum.,posthumanistinen,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
61,nymaterialistisk,adjektiv,"nymaterialistisk används för att beskriva något som kännetecknas av en viss riktning, kvalitet eller relation. I forskning och undervisning är ordet användbart eftersom det gör det möjligt att precisera stämning, metod, maktrelation, materialitet eller kunskapssyn. Det passar väl inom posthumanistisk, nymaterialistisk och relationell forskning.",Betonar materiens aktiva betydelse.,uusmaterialistinen,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
62,relationell,adjektiv,"relationell är ett beskrivande ord som gör en akademisk formulering mer exakt. Det kan användas om perspektiv, material, handlingar, miljöer eller relationer. Termen är särskilt nyttig när människor, ting, material, miljöer, tekniker och diskurser samverkar i kunskapande.",Betonar relationer framför enheter.,relationaalinen,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
63,materiell,adjektiv,"När något kallas materiell sägs det ha en viss teoretisk, metodisk eller pedagogisk karaktär. Adjektivet hjälper till att nyansera analysen: det visar inte bara vad något är, utan hur det verkar i ett sammanhang. I posthumanistisk, nymaterialistisk och relationell forskning används det ofta för att beskriva relationer, materialiteter, kroppar, affekter och mer-än-mänskliga processer.",Lyfter materialens betydelse i kunskap.,materiaalinen,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
64,diskursiv,adjektiv,"diskursiv används för att beskriva något som kännetecknas av en viss riktning, kvalitet eller relation. I forskning och undervisning är ordet användbart eftersom det gör det möjligt att precisera stämning, metod, maktrelation, materialitet eller kunskapssyn. Det passar väl inom posthumanistisk, nymaterialistisk och relationell forskning.",Visar hur språk formar betydelser.,diskursiivinen,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
65,affektiv,adjektiv,"affektiv är ett beskrivande ord som gör en akademisk formulering mer exakt. Det kan användas om perspektiv, material, handlingar, miljöer eller relationer. Termen är särskilt nyttig när människor, ting, material, miljöer, tekniker och diskurser samverkar i kunskapande.",Fångar känslors och kroppars verkan.,affektiivinen,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
66,förkroppsligad,adjektiv,"Att beskriva något som förkroppsligad innebär att man lyfter fram en särskild kvalitet hos fenomenet. I posthumanistisk, nymaterialistisk och relationell forskning hjälper adjektivet att göra analysens perspektiv tydligt och avgränsat. Det kan användas för att beskriva både teori, metod, material och pedagogisk praktik.",Knyter kunskap till kroppslig erfarenhet.,ruumiillistunut,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
67,situerad,adjektiv,"Att beskriva något som situerad innebär att man lyfter fram en särskild kvalitet hos fenomenet. I posthumanistisk, nymaterialistisk och relationell forskning hjälper adjektivet att göra analysens perspektiv tydligt och avgränsat. Det kan användas för att beskriva både teori, metod, material och pedagogisk praktik.",Knyter kunskap till plats och position.,situoitu,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
68,emergent,adjektiv,"emergent beskriver en egenskap, kvalitet eller inriktning som kan prägla en teori, metod, praktik, text, bild eller undervisningssituation. Inom posthumanistisk, nymaterialistisk och relationell forskning används adjektivet för att precisera hur något fungerar, vilka antaganden det bygger på och vilka relationer det skapar.",Beskriver något som växer fram.,emergentti / kehkeytyvä,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
69,icke-linjär,adjektiv,"icke-linjär används för att beskriva något som kännetecknas av en viss riktning, kvalitet eller relation. I forskning och undervisning är ordet användbart eftersom det gör det möjligt att precisera stämning, metod, maktrelation, materialitet eller kunskapssyn. Det passar väl inom posthumanistisk, nymaterialistisk och relationell forskning.",Anger ett relationellt forskningsperspektiv.,epälineaarinen,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
70,mer-än-mänsklig,adjektiv,"När något kallas mer-än-mänsklig sägs det ha en viss teoretisk, metodisk eller pedagogisk karaktär. Adjektivet hjälper till att nyansera analysen: det visar inte bara vad något är, utan hur det verkar i ett sammanhang. I posthumanistisk, nymaterialistisk och relationell forskning används det ofta för att beskriva relationer, materialiteter, kroppar, affekter och mer-än-mänskliga processer.",Synliggör icke-mänsklig betydelse.,enemmän-kuin-inhimillinen,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
71,multispecies,adjektiv,"multispecies beskriver en egenskap, kvalitet eller inriktning som kan prägla en teori, metod, praktik, text, bild eller undervisningssituation. Inom posthumanistisk, nymaterialistisk och relationell forskning används adjektivet för att precisera hur något fungerar, vilka antaganden det bygger på och vilka relationer det skapar.",Rör relationer mellan arter.,monilajinen,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
72,postdigital,adjektiv,"postdigital används för att beskriva något som kännetecknas av en viss riktning, kvalitet eller relation. I forskning och undervisning är ordet användbart eftersom det gör det möjligt att precisera stämning, metod, maktrelation, materialitet eller kunskapssyn. Det passar väl inom posthumanistisk, nymaterialistisk och relationell forskning.",Rör digitalitet efter det digitala.,postdigitaalinen,posthumanistisk och nymaterialistisk teori,https://www.gu.se/hdk-valand/materialiteter-och-experimentell-estetik
